n_individuals,n_tissues,n_tests,model,avg_secs,avg_hours,avg_days,avg_years
250,50,100,TbT,1.0903147840499878,3.028652177916633e-4,1.2619384074652638e-5,3.457365499904833e-8
250,50,1000,FastGxE,1.0293819522857663,2.859394311904906e-4,1.1914142966270443e-5,3.264148757882313e-8
250,50,1000,LM-GxE,1914.660288047791,0.5318500800132753,0.022160420000553138,6.071347945357024e-5
250,50,1000,LMM-GxE,6985.924548053742,1.940534596681595,0.08085560819506646,2.215222142330588e-4
250,50,1000,TbT,0.999975256919861,2.777709046999614e-4,1.1573787695831725e-5,3.1709007385840344e-8
250,50,10000,FastGxE,1.8010995626449582,5.003054340680439e-4,2.0846059752835163e-5,5.7112492473521e-8
250,50,10000,LM-GxE,3735.6657008028023,1.0376849168896674,0.043236871537069475,1.1845718229334103e-4
250,50,10000,LMM-GxE,48099.88701998949,13.361079727774857,0.5567116553239524,0.001525237411846445
250,50,10000,TbT,1.830334174633026,5.08426159620285e-4,2.1184423317511872e-5,5.803951593838869e-8
250,50,100000,FastGxE,3.3115049934387213,9.198624981774226e-4,3.832760409072594e-5,1.0500713449513957e-7
250,50,100000,LM-GxE,32122.101575088498,8.92280599308014,0.3717835830450058,0.0010185851590274132
250,50,100000,LMM-GxE,443111.61473436357,123.08655964843433,5.128606652018097,0.014050977128816703
250,50,100000,TbT,3.4553626394271846,9.598229553964402e-4,3.999262314151834e-5,1.0956883052470778e-7
250,50,1000000,FastGxE,8.899644722938538,0.0024721235341495936,1.0300514725623307e-4,2.8220588289378925e-7
250,50,1000000,LM-GxE,284580.9011338234,79.05025031495094,3.293760429789623,0.009024001177505816
250,50,1000000,LMM-GxE,4396111.381860351,1221.1420505167641,50.88091877153184,0.13939977745625162
250,50,1000000,TbT,8.954676504135133,0.002487410140037537,1.0364208916823071e-4,2.8395092922802935e-7
250,50,10000000,FastGxE,39.449050216674806,0.01095806950463189,4.5658622935966205e-4,1.2509211763278413e-6
250,50,10000000,LM-GxE,1704153.9529701234,473.37609804725645,19.72400408530235,0.054038367356992745
250,50,10000000,LMM-GxE,54242273.57275458,15067.298214654049,627.804092277252,1.7200112117184987
250,50,10000000,TbT,39.38618588447571,0.010940607190132142,4.558586329221726e-4,1.2489277614306098e-6
1000,50,100,FastGxE,1.2329260826110842,3.424794673919678e-4,1.426997780799866e-5,3.909582961095523e-8
1000,50,100,LM-GxE,125.72094039916993,0.03492248344421387,0.0014551034768422446,3.986584868060944e-6
1000,50,100,LMM-GxE,2185.3343516349796,0.6070373198986054,0.025293221662441894,6.929649770532026e-5
1000,50,100,TbT,1.2768918132781986,3.5469217035505513e-4,1.477884043146063e-5,4.0489973784823647e-8
1000,50,1000,FastGxE,2.500482320785522,6.945784224404228e-4,2.8940767601684283e-5,7.928977425118982e-8
1000,50,1000,LM-GxE,10010.8248922348,2.7807846922874444,0.11586602884531018,3.17441174918658e-4
1000,50,1000,LMM-GxE,39704.89847545624,11.029138465404511,0.4595474360585213,0.001259034071393209
1000,50,1000,TbT,2.5300272297859188,7.027853416071997e-4,2.9282722566966653e-5,8.022663716977165e-8
1000,50,10000,FastGxE,3.740250186920165,0.0010389583852556015,4.328993271898339e-5,1.1860255539447506e-7
1000,50,10000,LM-GxE,55090.168713955885,15.302824642765524,0.6376176934485634,0.0017468977902700368
1000,50,10000,LMM-GxE,259252.64353396656,72.01462320387961,3.0006093001616505,0.008220847397703152
1000,50,10000,TbT,3.759711308479309,0.0010443642523553637,4.3515177181473485e-5,1.1921966351088625e-7
1000,50,100000,FastGxE,11.72801084041595,0.0032577807890044304,1.3574086620851794e-4,3.7189278413292585e-7
1000,50,100000,LM-GxE,679168.4107749941,188.6578918819428,7.860745495080949,0.02153628902761904
1000,50,100000,LMM-GxE,3113924.665304375,864.9790736956597,36.04079473731915,0.0987419033899155
1000,50,100000,TbT,11.768136894702911,0.003268926915195253,1.3620528813313554e-4,3.7316517296749465e-7
1000,50,1000000,FastGxE,26.87848538637161,0.007466245940658781,3.110935808607825e-4,8.523111804405e-7
1000,50,1000000,LM-GxE,3463454.111004066,962.0705863900184,40.086274432917435,0.10982540940525325
1000,50,1000000,LMM-GxE,21360183.468840122,5933.384296900034,247.2243457041681,0.6773269745319673
1000,50,1000000,TbT,26.734787967205044,0.007426329990890291,3.094304162870954e-4,8.477545651701244e-7
1000,50,10000000,FastGxE,153.04015585184095,0.04251115440328915,0.0017712981001370479,4.852871507224789e-6
1000,50,10000000,LM-GxE,511089464.32322824,141969.2956453412,5915.387318555883,16.206540598783242
1000,50,10000000,LMM-GxE,1211464359.1619587,336517.8775449885,14021.578231041189,38.41528282477038
1000,50,10000000,TbT,156.0673287677765,0.04335203576882681,0.0018063348237011172,4.948862530687993e-6
