PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	gPC1	gPC2	gPC3	gPC4	gPC5	PCR	Cohort	Sex	Age	Ethnicity	Height	Weight	BMI	Death cause	Batch ID	Ischemic time	RIN Number	Tissue Type	Tissue	Uberon ID	Intragenic Rate	Total Mapping Rate	Exonic Mapping Rate	rRNA Rate
PC11	0.000407951046898899	0.00126937727183091	0.000837851987951693	0.000301916709599144	0.000499583198819716	0.000967896574558812	0.000509034143979785	0.000444454948833416	0.000380066797424696	0.00149942408821426	1	0.000195189452041337	0.000684729268776881	0.000582049625825609	5.36639624034627e-05	0.000788275604817695	0.00116966070347275	0.000112367033455692	0.000385860244798453	0.00048112774042361	0.000370451529118796	0.00132559639784512	0.00180981804914524	0.00108043996626108	0.00020876294441258	0.0004942094344875	0.000143702537425098	0.000625337864408729	0.000545357530645489	0.00212872732844256	0.00162876749153334	6.47262168832292e-05	0.000986174568331124	0.000350839458850477	0.00036584678560351	0.000207776241393089	0.00116359392202797	0.000569684918058042	0.000164454804914907	0.000632116830623784	0.000930983014370484	0.000311739454071603	0.000760108774611438	0.000253495266949282	0.000268102791646279	0.00109860253173973	0.000263472069246507	0.000642763022490327	0.000246057701059765	0.00121367598886269	0.000517875641009843	0.000563109202118122	0.000267508039673795	0.000907181153810803	0.207454282212373	0.00166179421687747	0.0374543115873712	0.0866120344105639	0.0914989588151073	0.0914480628194649	0.00182688748521238	0.0153340089196957	0.0542618445887039	0.000295403873721084
PC12	0.00175608784249677	0.000148381423120681	0.000535925200811702	0.000787334536960822	0.000165999602301617	0.000312072683533349	0.000666202206121506	0.000975332001783083	0.00174381717025234	0.000791498867584961	0.000195189452041337	1	0.0020198421288697	0.00037766556727104	0.000185340734347486	0.000441991111591033	0.000733298755222071	0.00203219967549438	0.00130355847808648	0.00164997573067704	0.000811541425397558	0.00054862465836403	0.000670413011276876	0.000925304372828449	0.00104018437536412	0.00052299858154909	0.000351315075780024	0.000351776181515731	0.000518113411455765	0.000140845736335295	0.000256194013017377	7.20839762356319e-05	0.000221011471537498	2.47975033524517e-05	0.00126356946497915	0.000598582631650011	0.000546544317261571	0.000433535247872778	0.000596046697584234	0.000257567319079326	0.000145849923535349	0.000241685046230978	0.000169147387561174	2.84630845796322e-05	3.2229069682622e-05	4.98960036695957e-05	0.0007099971766821	0.000498256006250235	0.000475280586710346	0.00278058242831259	0.000715829398850739	0.00029729676149114	8.39120037721321e-05	0.001275463595067	0.242734322228743	0.0196857492259776	0.0261560388144709	0.0637028007884967	0.0659183793138752	0.0659164997986468	0.126435190271314	0.0663222120265206	0.0598023321578218	0.00242745792749091
PC13	0.00135453270017066	0.000657904072437179	0.000892530848105737	0.000207669255964587	0.000415336088376683	0.000277338453701006	0.000111161786498639	0.000644407908884835	0.00110789720154745	0.000126886826164147	0.000684729268776881	0.0020198421288697	1	0.00165187788726986	0.00166520234517393	0.00206368373200818	0.000222307373818208	0.000429176820770797	0.00047066546393428	0.00121670643622846	0.00122851322876495	0.00188960502012682	0.00238043516489934	0.000288778215123221	0.00092068756851242	0.000108278983260915	0.000563921156800614	0.000334057956981196	0.000503092078469672	0.0015957336088958	0.00126581852639241	0.000303624855329982	0.0016661849116922	0.000506306590231414	7.27213089381836e-06	0.000142295751156502	0.00185354651388031	0.000769249488040172	0.000528655341730862	0.00076311632112528	0.00077149080681134	0.000870653968231716	0.000740006955998836	5.86556700285469e-05	0.000123258931205582	0.000131387847366267	0.000433519258991487	0.000122840540963088	0.000348439710214606	0.00137950047135109	0.000236030748532753	4.4166162795076e-05	0.000206598681266747	0.0011907536743225	0.233885164906258	0.00940190347237031	0.0380263038940244	0.0399805676902332	0.0469765788017314	0.0469701145600036	0.0382994694546284	0.0906577449676603	0.0542012467234133	0.095263838937524
PC14	0.000232069421853371	0.001068741485828	9.15667977826277e-05	0.000451818155205411	0.00118355251841571	1.55667656893035e-05	0.00139407904472473	0.000989821617049708	0.00165552222751936	0.00165732449105818	0.000582049625825609	0.00037766556727104	0.00165187788726986	1	0.00479574174657439	0.00227505097726997	0.000553208201727325	0.000966063462186568	0.00221073116272957	0.00345654185983429	0.00157175717950582	0.000458534552557685	0.00123414512878038	0.000223166011952777	0.00118866765195888	0.000537396363182476	0.00121227330581001	0.000170753651537086	0.00256634150582409	0.00172811133616226	0.00190445606241853	0.00151763867071703	0.00119623163033268	0.00113020039723872	0.0025928533228972	0.000157266333657182	0.00194598059683329	0.000825767182992557	0.000477206094152061	0.00055721603594042	0.000347797333030569	0.00115726235474849	0.000471328143776809	0.000241093235073384	0.000443921912272057	0.000940014996853024	0.000471149566022459	0.000429382975237375	0.000272920611692022	0.000589871051111768	0.000768307048337133	0.000118644471836175	0.000459926047061784	0.00090197622283927	0.218904177489431	0.0258319359108953	0.0532633017327709	0.0758997193470795	0.0815412494972572	0.0815294052320788	0.0216746159591849	0.0416797408287756	0.0287971024489916	0.0516156958490538
PC15	0.00145478934596694	0.000827734578272129	1.00258659884588e-05	0.000863451087568396	0.00174603801385873	0.000560875307720359	0.00251917806126149	0.00221771267556894	0.00514911921581462	0.00239588865918432	5.36639624034627e-05	0.000185340734347486	0.00166520234517393	0.00479574174657439	1	0.00600758966753098	0.00428245870499318	0.00158283489477115	0.00107235697406245	0.00708130836894315	0.00285856262418858	0.00134310456467084	0.00335434176807808	0.00078281774011437	0.00148963868240767	0.000901608062565791	0.00156482273035703	0.000503857199591217	0.00258883812891392	0.00248631286604294	0.00157857417648483	0.00121283660389552	0.000554158054152794	0.000574548144436868	0.00210337208960365	9.13429129478428e-05	0.0042796228431718	0.00156111203875884	0.000559102003487181	0.00237314122993675	0.00103244587899546	0.00140847444122009	0.00106730145482705	0.000459286139102596	1.04443576182333e-05	0.00111368010248207	0.000430780643660755	0.00076525281436426	0.000441305948699538	0.00134551782439254	0.00157244240309356	0.0010872358344594	0.000244637634148545	0.000754478517714027	0.23814649245822	0.0130097627595342	0.0306828644741584	0.0284180856871947	0.0348790365821761	0.0346965575575067	0.0215220449205188	0.0614724430097116	0.0557396579180845	0.0132158590309372
PC16	0.00100366518608947	0.000598440883778729	0.000757906906760353	0.00105052246375739	0.00010549171924535	0.000423810543632919	0.00120370064776062	0.00124981715913486	0.0019349350139024	0.000964577124551787	0.000788275604817695	0.000441991111591033	0.00206368373200818	0.00227505097726997	0.00600758966753098	1	0.00310743430813134	0.000649314859941432	0.000411879328880102	0.00486300467645305	0.00207457497183087	0.00104735247365448	0.0036427756174289	0.000169819856952748	0.000914371849140897	0.00103085709884043	0.00090798220484678	0.000277012526555898	0.00149588627059994	0.00239382069664722	0.000818554021462688	0.00142820376749493	0.000833590050278594	0.000808813148012901	0.00104195957823296	0.000231260759518921	0.00437101213452106	0.000835143391547818	0.000657785373836706	0.00260031725895165	0.000730816502573735	0.000772143203008778	0.000692042331357841	0.00011599329898953	0.000112709646036806	0.00042665712503278	0.000203131446546257	0.000388268525810324	0.000294468413063335	0.000599807286618046	0.000401525736959522	4.60739109920446e-05	0.000264932354124722	0.000281085329118673	0.207447165855587	0.00266618167810598	0.0288871532068178	0.0804283783432178	0.081895651248491	0.0818832017011706	0.0413095881420424	0.0304347574862431	0.0246884218965058	0.0477878176477857
PC17	0.00117097822297692	0.00129513079174918	0.000249351674614626	0.00139621582356073	0.000404656288791902	0.00125545580709539	0.000848713335638435	0.00147926708334944	0.000816574117704665	0.00104924740538619	0.00116966070347275	0.000733298755222071	0.000222307373818208	0.000553208201727325	0.00428245870499318	0.00310743430813134	1	0.00246707188058289	0.000449204083507629	0.00345697303525789	0.000578487497852451	0.00017590666609121	0.00298805593003601	0.000195512726847174	0.00110251736674992	0.000368779951531893	0.000558327226378186	0.000673242496166309	0.000343250264849199	0.00267737727267241	8.18184038091953e-05	0.000890459298498135	0.000108377353622919	0.000684054790374679	0.000789043673623336	0.000119038482688829	0.00224838987321467	1.48289386119171e-05	0.000275166702689126	0.00251074234834927	1.8960540678431e-05	0.000465795146463633	0.000112491614824802	0.000367086487784318	0.00051690319493455	7.81433936723275e-05	0.000276957162535736	0.000364556008488013	0.000292118457274036	0.00238150684598691	8.04764812510333e-05	0.000476355268539105	0.00061414734826804	0.000965459726583537	0.476924045684274	0.00113579708865272	0.0114407255511018	0.0329828980574365	0.0453751576588932	0.0453048055630672	0.0340652452529492	0.226261383476349	0.0326180222033293	0.0151969048840881
PC18	0.00170509929136684	0.000432410230354639	0.000521277387310429	0.000612347297072286	0.000616393504682788	0.000147642352893669	0.00038227250545354	1.45640308803815e-05	0.000353044723041956	0.000772540260407779	0.000112367033455692	0.00203219967549438	0.000429176820770797	0.000966063462186568	0.00158283489477115	0.000649314859941432	0.00246707188058289	1	0.000976329858555294	0.00237102602481666	3.33064639553061e-05	0.000929099221713197	9.22617301117477e-05	0.000894722597689315	0.000270071570928889	0.000459188707061072	0.000412122597732637	0.000653433508957857	7.04784868844201e-05	0.000567794617353843	0.000160093917849501	0.000292759764882769	0.000211424851597439	0.000429680513020577	9.07490337508782e-05	0.000507814767160062	0.000313477961422946	0.000245594596242614	5.7659414329067e-06	0.000687154328785581	7.61427598357026e-05	0.000418833692041418	0.000260172711521564	2.30813665425128e-05	4.60438416042454e-05	7.67527502839541e-06	0.000673960166964751	0.000113874157753605	0.000390566141271203	0.0028664930817374	0.000426835850123785	5.49697030005e-05	0.000392663436970175	0.00106189562155088	0.38155937638799	0.0113065864949177	0.00528809671087247	0.0438043388337641	0.0493919457049887	0.0493919044631021	0.0191521370365228	0.15781913472969	0.033520399966212	0.0234298720476096
PC19	0.000674537991706686	7.69248424837415e-05	0.000270446483009219	8.16853650136493e-05	0.000466436941559975	0.00049008421249081	0.000172562633560103	0.00137322839934398	0.000594991523931894	0.000852905248304311	0.000385860244798453	0.00130355847808648	0.00047066546393428	0.00221073116272957	0.00107235697406245	0.000411879328880102	0.000449204083507629	0.000976329858555294	1	0.000120365404883022	4.80336627940497e-05	0.000447308011110903	0.000107431984080719	0.00169274741416751	0.000264394295589652	0.000160068107324078	0.00117436251675225	0.000411282176217352	0.000793854318372669	0.00140620007661546	0.000508977459065224	0.00145379928886067	0.00112916099899589	4.53019059220294e-05	0.00121842642863125	0.000548576867734561	0.00096064625404315	0.000230706870995377	0.000760502023293144	0.000619340505710563	0.000244049987558347	0.000348968297555358	0.000343587194636006	0.000127207341827497	1.54936312043263e-05	0.000140814486235922	0.000141939058254492	0.000491904011753826	0.000421865480401695	0.00111056128508486	0.00041672498866189	6.19166965075899e-05	0.000216832723153889	0.000615248792632635	0.229889050442617	0.00454301821230968	0.0158116325749955	0.0345949522621834	0.0429563372502801	0.0428777235302913	0.0133358211265541	0.0601136201608651	0.00397937692234797	0.0631959922500366
PC20	0.000468532679157307	0.000347388928905312	0.0016963276817456	0.00034525423954109	0.000495045205363322	3.64261775129004e-05	0.000808901137786034	0.000387432373397695	0.00353830192594914	0.000714686365432056	0.00048112774042361	0.00164997573067704	0.00121670643622846	0.00345654185983429	0.00708130836894315	0.00486300467645305	0.00345697303525789	0.00237102602481666	0.000120365404883022	1	0.00228831096066322	4.94502731662886e-05	0.0022192085856596	0.00198123532803265	0.00129614339197321	0.0016576372886139	0.0012137955372751	0.00104687173967485	0.00104986308123446	0.00236078118797115	0.00130374652210642	0.00164213101644961	0.000274965501101245	4.90628679686127e-06	0.00117922074572238	0.00043495739195269	0.00346433129194678	0.000182644403076505	0.000967274414158096	0.000673608540584389	0.00116524175137834	0.000409983021839648	0.00155149921493777	0.000192035045745078	0.000362370527027197	0.00104327253943044	2.58413783099862e-05	6.05227054145067e-06	0.000467494876687587	0.00181834018866642	0.000291240522866798	1.83483141812536e-05	9.00032985005159e-05	0.00112715428065959	0.260802643943177	0.0130700836673366	0.00901770891622205	0.0194599064676447	0.0305153629548341	0.0304147605564039	0.0196532600322424	0.0225684518163651	0.00318272342911484	0.0495532187212787
