set,ENCODE_tissue,GTEx_tissue,odds_ratio,q_val,is_sign,is_matched
FastGxE ts-eQTL Variants,adrenal gland #1,Adipose_Subcutaneous,1.0646289535301436,0.6116271138511808,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Adipose_Visceral_Omentum,0.9660630173653243,0.8666197187612599,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Adrenal_Gland,1.3044619043470702,0.12239504027019822,0,yes
FastGxE ts-eQTL Variants,adrenal gland #1,Artery_Aorta,0.9374391365069145,0.9537602419095257,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Artery_Coronary,0.42365341912370025,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Artery_Tibial,1.1122620888604662,0.2926382452771311,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Brain_Anterior_cingulate_cortex_BA24,1,0.8595457044589461,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Brain_Cerebellum,1.292556907053177,0.03585088766057593,1,no
FastGxE ts-eQTL Variants,adrenal gland #1,Breast_Mammary_Tissue,1.1452448839921414,0.7148522126535523,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Colon_Sigmoid,1.280670636560425,0.30773390307921616,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Colon_Transverse,0.9126747356754698,0.9531582300278778,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Esophagus_Gastroesophageal_Junction,1.2759278380450492,0.6535682358084742,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Esophagus_Mucosa,1.0547559926647698,0.4902203155575752,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Esophagus_Muscularis,0.7875173993316221,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Heart_Atrial_Appendage,0.9423063489691753,0.9263996636349666,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Heart_Left_Ventricle,1.369324722096307,0.05134020762407681,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Liver,1.379426325597014,0.05847106473663827,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Muscle_Skeletal,1.2284705861821668,1.1492208807160934e-4,1,no
FastGxE ts-eQTL Variants,adrenal gland #1,Nerve_Tibial,0.8741554340641304,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Ovary,0.415515783941766,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Pancreas,1.079209743555673,0.4902203155575752,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Prostate,1.0672842433456686,0.7744458930899616,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Spleen,1.279258992976578,0.14258049018224375,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Stomach,0.7088767364935751,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Testis,1.042742006924247,0.36904484360424383,0,no
FastGxE ts-eQTL Variants,adrenal gland #1,Thyroid,1.137603562589694,0.03541993916215278,1,no
FastGxE ts-eQTL Variants,adrenal gland #1,Whole_Blood,1.1668486577662738,6.832845704728863e-4,1,no
FastGxE ts-eQTL Variants,adrenal gland #2,Adipose_Subcutaneous,1.1285016212180343,0.2689683165539101,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Adipose_Visceral_Omentum,1.3041862515584106,0.20020548782865283,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Adrenal_Gland,1.6918641296320869,9.579310855295222e-7,1,yes
FastGxE ts-eQTL Variants,adrenal gland #2,Artery_Aorta,1.0491743289088862,0.5809489692064118,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Artery_Coronary,0.3275024622050222,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Artery_Tibial,1.2730165728385654,9.051940716543192e-4,1,no
FastGxE ts-eQTL Variants,adrenal gland #2,Brain_Anterior_cingulate_cortex_BA24,1.9340969644383192,0.21652618762701617,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Brain_Cerebellum,1.1723152534831769,0.12239504027019822,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Breast_Mammary_Tissue,1.5722101792764909,0.2978690617077134,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Colon_Sigmoid,1.140362863446438,0.4634938673322903,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Colon_Transverse,0.923154598775681,0.9531582300278778,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Esophagus_Gastroesophageal_Junction,1.2565224061922886,0.5356890664731283,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Esophagus_Mucosa,1.150599911817105,0.03401399361393877,1,no
FastGxE ts-eQTL Variants,adrenal gland #2,Esophagus_Muscularis,0.8753053865789614,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Heart_Atrial_Appendage,1.1132456906836514,0.4041699496083939,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Heart_Left_Ventricle,0.980213850776644,0.8599809230365203,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Liver,1.1874053522217523,0.25451611469599544,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Muscle_Skeletal,1.3907766167161364,2.49295451497787e-16,1,no
FastGxE ts-eQTL Variants,adrenal gland #2,Nerve_Tibial,0.9307225240833099,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Ovary,0.9477167610596081,0.8841657090262413,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Pancreas,1.199180211530495,0.06215378575907607,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Prostate,0.5473666349165487,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Spleen,1,0.7999382235053416,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Stomach,0.691884482525583,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Testis,1.0435867169295614,0.2754350619135805,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Thyroid,1.0885648621399349,0.09223343647133943,0,no
FastGxE ts-eQTL Variants,adrenal gland #2,Whole_Blood,1.3793341109330604,4.069752531704753e-24,1,no
FastGxE ts-eQTL Variants,adrenal gland #3,Adipose_Subcutaneous,1.0915843789387254,0.35563441238497584,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Adipose_Visceral_Omentum,1.0555849481999364,0.6673732054877372,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Adrenal_Gland,1.5319139360688647,1.2739188617446932e-5,1,yes
FastGxE ts-eQTL Variants,adrenal gland #3,Artery_Aorta,1.0208853118681314,0.6858907724849338,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Artery_Coronary,0.32536505167873653,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Artery_Tibial,1.1415847403657928,0.05730328554385402,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Brain_Anterior_cingulate_cortex_BA24,1.6323429611418974,0.3371696661083223,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Brain_Cerebellum,1.2484550180463294,0.008491101216565874,1,no
FastGxE ts-eQTL Variants,adrenal gland #3,Breast_Mammary_Tissue,1.541521938363515,0.23887959211866758,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Colon_Sigmoid,1.2256657148783852,0.22246914647391472,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Colon_Transverse,1.0759524277662948,0.5691290947931655,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Esophagus_Gastroesophageal_Junction,1.4368105032206815,0.3202857351850304,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Esophagus_Mucosa,1.1404385564926027,0.023021351749002727,1,no
FastGxE ts-eQTL Variants,adrenal gland #3,Esophagus_Muscularis,0.9012270052759818,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Heart_Atrial_Appendage,1.091149507772597,0.434760838488188,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Heart_Left_Ventricle,1.0810126909959459,0.4585752257443789,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Liver,1.1530945152937992,0.2679443454480583,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Muscle_Skeletal,1.3289715671323703,6.858817135343674e-16,1,no
FastGxE ts-eQTL Variants,adrenal gland #3,Nerve_Tibial,0.9450347000690503,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Ovary,0.8324382074132602,0.99315296850547,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Pancreas,1.1721767347451737,0.06215378575907607,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Prostate,0.9731256663900298,0.8595457044589461,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Spleen,1.2408550801753073,0.07165857261469176,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Stomach,0.831035595087727,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Testis,1.1103748811533087,5.88121372579322e-4,1,no
FastGxE ts-eQTL Variants,adrenal gland #3,Thyroid,1.0883155429196656,0.05134318134783697,0,no
FastGxE ts-eQTL Variants,adrenal gland #3,Whole_Blood,1.28152832716137,1.1606766858484405e-17,1,no
FastGxE ts-eQTL Variants,body of pancreas #1,Adipose_Subcutaneous,0.762966670831433,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Adipose_Visceral_Omentum,1.0882670883597259,0.6729516318535557,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Adrenal_Gland,0.928890193817685,0.9408374647729417,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Artery_Aorta,1.027965847772806,0.705944408664619,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Artery_Coronary,1,0.8841657090262413,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Artery_Tibial,0.9443310219775324,0.9537602419095257,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Brain_Anterior_cingulate_cortex_BA24,3.702649895689988,0.1380659703858094,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Brain_Cerebellum,1.0307698293472414,0.6915406891387625,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Breast_Mammary_Tissue,1.5077657541587395,0.4793265392250175,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Colon_Sigmoid,0.8896594580772677,0.9531582300278778,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Colon_Transverse,0.7789484895961298,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Esophagus_Gastroesophageal_Junction,1.4689883364662406,0.4476121548265291,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Esophagus_Mucosa,1.1174639685581809,0.22716416834961806,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Esophagus_Muscularis,0.7384251560076648,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Heart_Atrial_Appendage,0.9452727881909885,0.91517523516213,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Heart_Left_Ventricle,0.9319401177900933,0.9404381150654538,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Liver,1.0522553503606054,0.680350049235816,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Muscle_Skeletal,1.2417266955883643,2.929243222612181e-4,1,no
FastGxE ts-eQTL Variants,body of pancreas #1,Nerve_Tibial,0.9072298952001345,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Ovary,0.7754037048424864,0.99315296850547,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Pancreas,1.2372558038337844,0.12040137230747934,0,yes
FastGxE ts-eQTL Variants,body of pancreas #1,Prostate,0.8740394222633283,0.9310474409439596,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Spleen,1.2135298164622372,0.30654803776766076,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Stomach,0.7587856218893585,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Testis,0.9742177930507618,0.9531582300278778,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Thyroid,0.9133472742572443,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,body of pancreas #1,Whole_Blood,1.118340619110332,0.032371420016920296,1,no
FastGxE ts-eQTL Variants,body of pancreas #2,Adipose_Subcutaneous,0.9382415538017652,0.9537602419095257,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Adipose_Visceral_Omentum,0.8161628719044892,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Adrenal_Gland,0.877326903870854,0.9952987019748478,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Artery_Aorta,0.9166008919601766,0.99315296850547,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Artery_Coronary,0.8309139024899276,0.9404381150654538,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Artery_Tibial,0.9402489376130604,0.985011648870171,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Brain_Anterior_cingulate_cortex_BA24,0.8093509173165883,0.954122015491034,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Brain_Cerebellum,1.1071034535607343,0.37941489026977143,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Breast_Mammary_Tissue,1.422270416238024,0.4278214136496484,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Colon_Sigmoid,1.107883133023233,0.6070204552991865,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Colon_Transverse,0.8042858975594325,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Esophagus_Gastroesophageal_Junction,1.0971108637058324,0.730448436355864,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Esophagus_Mucosa,0.9625309550970518,0.9495556194091437,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Esophagus_Muscularis,0.7952125088181021,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Heart_Atrial_Appendage,1.073148129994591,0.5979362747323214,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Heart_Left_Ventricle,1.0546935315209758,0.6534796825811711,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Liver,1.2418627622110234,0.19768906616512355,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Muscle_Skeletal,1.1325281936062197,0.022968370698899027,1,no
FastGxE ts-eQTL Variants,body of pancreas #2,Nerve_Tibial,0.9485595528714555,0.9934794489942937,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Ovary,0.9672366906871365,0.8623932725151642,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Pancreas,1.262418713491182,0.022968370698899027,1,yes
FastGxE ts-eQTL Variants,body of pancreas #2,Prostate,1.3538922013607269,0.42253542367624236,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Spleen,0.9924685018324804,0.8244171258653761,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Stomach,1.2390265229965165,0.39479757522289377,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Testis,1.078561534850193,0.07747251760173723,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Thyroid,1.051734577762662,0.36904484360424383,0,no
FastGxE ts-eQTL Variants,body of pancreas #2,Whole_Blood,1.049333394180284,0.31318814751236546,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Adipose_Subcutaneous,1.0320584104370594,0.6673732054877372,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Adipose_Visceral_Omentum,0.8019497218828849,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Adrenal_Gland,1.219240596758391,0.17002081487615292,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Artery_Aorta,1.1143023914162078,0.2735892690483911,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Artery_Coronary,0.24574798424648392,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Artery_Tibial,1.1329346813848122,0.11307363494782668,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Brain_Anterior_cingulate_cortex_BA24,1.3660160897855111,0.5272913857726579,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Brain_Cerebellum,1.0400673010691395,0.6324641876359454,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Breast_Mammary_Tissue,2.5255609333335247,0.0144258200615211,1,no
FastGxE ts-eQTL Variants,body of pancreas #3,Colon_Sigmoid,1.285398892035133,0.19060922143933526,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Colon_Transverse,1.056484548456768,0.6594128287515361,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Esophagus_Gastroesophageal_Junction,1.1018817633960665,0.729180369718397,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Esophagus_Mucosa,1.1919886972144804,0.004112830568019132,1,no
FastGxE ts-eQTL Variants,body of pancreas #3,Esophagus_Muscularis,1.044566682932682,0.631833495029596,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Heart_Atrial_Appendage,1.1540322314988127,0.2735892690483911,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Heart_Left_Ventricle,0.9910328144578928,0.8269258415122634,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Liver,1.4651877951081076,0.0022563876322702265,1,no
FastGxE ts-eQTL Variants,body of pancreas #3,Muscle_Skeletal,1.2429661595986365,1.5216480100662473e-7,1,no
FastGxE ts-eQTL Variants,body of pancreas #3,Nerve_Tibial,0.9048859500994362,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Ovary,0.7839549998134276,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Pancreas,1.823414693799722,8.976086441576642e-17,1,yes
FastGxE ts-eQTL Variants,body of pancreas #3,Prostate,1.0300018863503708,0.7744458930899616,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Spleen,1.0668547568414604,0.5837805775941165,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Stomach,1.3972394811581363,0.12239504027019822,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Testis,1.0461106467345815,0.2501920333657735,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Thyroid,1.0393670890159858,0.41280456556357276,0,no
FastGxE ts-eQTL Variants,body of pancreas #3,Whole_Blood,1.1500978156948365,6.030838649354903e-5,1,no
FastGxE ts-eQTL Variants,body of pancreas #4,Adipose_Subcutaneous,1.0970432508337191,0.39479757522289377,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Adipose_Visceral_Omentum,1.2048374260945105,0.40242167552371205,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Adrenal_Gland,1.235353416681743,0.17002081487615292,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Artery_Aorta,1.0868012598951398,0.4148172919577329,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Artery_Coronary,0.3296267593134275,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Artery_Tibial,1.1641602474961934,0.07446218157338454,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Brain_Anterior_cingulate_cortex_BA24,1.314492621626657,0.5921811735901639,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Brain_Cerebellum,1.173190652984722,0.1414201906980629,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Breast_Mammary_Tissue,3.435058616616017,8.064789879579458e-4,1,no
FastGxE ts-eQTL Variants,body of pancreas #4,Colon_Sigmoid,1.190601144772374,0.39853987041270617,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Colon_Transverse,1.1595310081773658,0.3890828296135724,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Esophagus_Gastroesophageal_Junction,0.8614178569824372,0.9456326138397744,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Esophagus_Mucosa,1.315926157498369,5.112243756520124e-6,1,no
FastGxE ts-eQTL Variants,body of pancreas #4,Esophagus_Muscularis,0.9620599141205345,0.910751510182923,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Heart_Atrial_Appendage,1.1776128039080396,0.2550842184287777,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Heart_Left_Ventricle,1.2266835680331132,0.11307363494782668,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Liver,1.548973939754213,0.0010292275335961121,1,no
FastGxE ts-eQTL Variants,body of pancreas #4,Muscle_Skeletal,1.3312950958949146,1.844176483388428e-11,1,no
FastGxE ts-eQTL Variants,body of pancreas #4,Nerve_Tibial,0.9864009888230374,0.8745885925921356,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Ovary,0.787022224646898,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Pancreas,2.3835834482586478,1.2286471334688947e-31,1,yes
FastGxE ts-eQTL Variants,body of pancreas #4,Prostate,1.448956391460426,0.31318814751236546,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Spleen,1.135893239564168,0.3731794165702028,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Stomach,1.2590499278114182,0.3229657810051602,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Testis,1.095546164306405,0.019783518705835855,1,no
FastGxE ts-eQTL Variants,body of pancreas #4,Thyroid,1.0896912384707553,0.10381834792691642,0,no
FastGxE ts-eQTL Variants,body of pancreas #4,Whole_Blood,1.3277134856258233,4.675255302458984e-16,1,no
FastGxE ts-eQTL Variants,breast epithelium #1,Adipose_Subcutaneous,0.9735065767843548,0.8937123694339869,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Adipose_Visceral_Omentum,1.2594492729992524,0.22265300815116146,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Adrenal_Gland,1.1684249300388407,0.2352772699616631,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Artery_Aorta,1.0394762764417347,0.5979362747323214,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Artery_Coronary,1.2074833776326024,0.7043256779308404,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Artery_Tibial,1.0845915305033198,0.2679443454480583,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Brain_Anterior_cingulate_cortex_BA24,0.458277423116907,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Brain_Cerebellum,1.130660596680955,0.17555715593808188,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Breast_Mammary_Tissue,1.6262111486240673,0.17140649260477447,0,yes
FastGxE ts-eQTL Variants,breast epithelium #1,Colon_Sigmoid,1.3035249557844433,0.12239504027019822,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Colon_Transverse,0.8418246621598663,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Esophagus_Gastroesophageal_Junction,0.6420866344728928,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Esophagus_Mucosa,1.0337661553193105,0.5323826305593071,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Esophagus_Muscularis,0.9455032305492814,0.9586325502480196,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Heart_Atrial_Appendage,0.9578814161988044,0.9225233780895599,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Heart_Left_Ventricle,1.034442077263557,0.6673732054877372,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Liver,1.0388564846647814,0.6673732054877372,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Muscle_Skeletal,1.0510701973649765,0.27470983659144926,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Nerve_Tibial,1.0184987231238454,0.6431033146938884,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Ovary,0.8508065033410028,0.985101801180981,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Pancreas,1.2348731845811174,0.008754608359880808,1,no
FastGxE ts-eQTL Variants,breast epithelium #1,Prostate,1.1889454161108002,0.5418614967466574,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Spleen,1.0263153778403513,0.6985041339286365,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Stomach,0.9153366384683388,0.9531582300278778,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Testis,1.0095694058660285,0.6673732054877372,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Thyroid,0.9905917944893002,0.8717476858832724,0,no
FastGxE ts-eQTL Variants,breast epithelium #1,Whole_Blood,1.0102124816776705,0.6673732054877372,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Adipose_Subcutaneous,0.9094618946940497,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Adipose_Visceral_Omentum,1.0939467007657384,0.5528322517608782,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Adrenal_Gland,1.074395935685921,0.47105940384583045,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Artery_Aorta,1.0633785068984791,0.41493918686890097,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Artery_Coronary,1.8918140670355041,0.36485037269395276,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Artery_Tibial,1.1230014846956122,0.0772596809695509,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Brain_Anterior_cingulate_cortex_BA24,1.0797834410085354,0.735230990257164,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Brain_Cerebellum,1.0189936285444392,0.6901968484497175,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Breast_Mammary_Tissue,1.2555903724610156,0.4476121548265291,0,yes
FastGxE ts-eQTL Variants,breast epithelium #2,Colon_Sigmoid,1.1483801357386358,0.36904484360424383,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Colon_Transverse,0.9349239480299378,0.953575143841294,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Esophagus_Gastroesophageal_Junction,0.8334440237108355,0.9794941627278249,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Esophagus_Mucosa,1.0771746968860232,0.18925647225228615,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Esophagus_Muscularis,0.9155147534394175,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Heart_Atrial_Appendage,1.0532521852344308,0.5809489692064118,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Heart_Left_Ventricle,0.9009441491032425,0.9999997903902816,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Liver,1.1366336837896496,0.2926382452771311,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Muscle_Skeletal,1.0403762108797283,0.3389922392225453,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Nerve_Tibial,0.9925749551059976,0.8572822360857676,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Ovary,1.0338848630820296,0.7576760028738869,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Pancreas,1.1761314273194798,0.04176522763402113,1,no
FastGxE ts-eQTL Variants,breast epithelium #2,Prostate,1.2107774602801198,0.4720874705463455,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Spleen,0.9466362187286274,0.9531582300278778,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Stomach,1.0579291733722334,0.6594128287515361,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Testis,0.9895728552770312,0.901512152446184,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Thyroid,1.0010129289157628,0.7744458930899616,0,no
FastGxE ts-eQTL Variants,breast epithelium #2,Whole_Blood,0.9951652511095928,0.8465825961315279,0,no
FastGxE ts-eQTL Variants,breast epithelium #3,Adipose_Subcutaneous,1.0059383345730062,0.7744458930899616,0,no
FastGxE ts-eQTL Variants,breast epithelium #3,Adipose_Visceral_Omentum,0.8117606618339606,0.9999997903902816,0,no
